channel_index,phase_index,phase_time,phase_score,phase_type
1068,1234,2025-04-23T12:32:42.340,0.332,P
1068,1294,2025-04-23T12:32:42.940,0.305,P
1068,1374,2025-04-23T12:32:43.740,0.930,S
1068,1396,2025-04-23T12:32:43.960,0.699,S
1069,1234,2025-04-23T12:32:42.340,0.338,P
1069,1374,2025-04-23T12:32:43.740,0.934,S
1069,1396,2025-04-23T12:32:43.960,0.703,S
1070,1234,2025-04-23T12:32:42.340,0.346,P
1070,1374,2025-04-23T12:32:43.740,0.934,S
1070,1397,2025-04-23T12:32:43.970,0.707,S
1071,1234,2025-04-23T12:32:42.340,0.355,P
1071,1375,2025-04-23T12:32:43.750,0.938,S
1071,1398,2025-04-23T12:32:43.980,0.711,S
1072,1234,2025-04-23T12:32:42.340,0.361,P
1072,1375,2025-04-23T12:32:43.750,0.938,S
1072,1398,2025-04-23T12:32:43.980,0.707,S
1073,1234,2025-04-23T12:32:42.340,0.367,P
1073,1375,2025-04-23T12:32:43.750,0.941,S
1073,1397,2025-04-23T12:32:43.970,0.703,S
1074,1234,2025-04-23T12:32:42.340,0.369,P
1074,1375,2025-04-23T12:32:43.750,0.941,S
1074,1398,2025-04-23T12:32:43.980,0.703,S
1075,1234,2025-04-23T12:32:42.340,0.369,P
1075,1377,2025-04-23T12:32:43.770,0.949,S
1075,1398,2025-04-23T12:32:43.980,0.699,S
1076,1234,2025-04-23T12:32:42.340,0.371,P
1076,1377,2025-04-23T12:32:43.770,0.953,S
1076,1398,2025-04-23T12:32:43.980,0.699,S
1077,1234,2025-04-23T12:32:42.340,0.375,P
1077,1378,2025-04-23T12:32:43.780,0.957,S
1077,1399,2025-04-23T12:32:43.990,0.695,S
1078,1234,2025-04-23T12:32:42.340,0.379,P
1078,1292,2025-04-23T12:32:42.920,0.312,P
1078,1378,2025-04-23T12:32:43.780,0.961,S
1078,1399,2025-04-23T12:32:43.990,0.695,S
1079,1234,2025-04-23T12:32:42.340,0.387,P
1079,1292,2025-04-23T12:32:42.920,0.324,P
1079,1377,2025-04-23T12:32:43.770,0.961,S
1079,1399,2025-04-23T12:32:43.990,0.691,S
1080,1235,2025-04-23T12:32:42.350,0.395,P
1080,1295,2025-04-23T12:32:42.950,0.338,P
1080,1378,2025-04-23T12:32:43.780,0.965,S
1081,1235,2025-04-23T12:32:42.350,0.400,P
1081,1295,2025-04-23T12:32:42.950,0.342,P
1081,1378,2025-04-23T12:32:43.780,0.965,S
1082,1235,2025-04-23T12:32:42.350,0.402,P
1082,1295,2025-04-23T12:32:42.950,0.330,P
1082,1378,2025-04-23T12:32:43.780,0.961,S
1083,1235,2025-04-23T12:32:42.350,0.400,P
1083,1294,2025-04-23T12:32:42.940,0.312,P
1083,1378,2025-04-23T12:32:43.780,0.961,S
1084,1235,2025-04-23T12:32:42.350,0.398,P
1084,1379,2025-04-23T12:32:43.790,0.961,S
1085,1235,2025-04-23T12:32:42.350,0.396,P
1085,1379,2025-04-23T12:32:43.790,0.961,S
1086,1235,2025-04-23T12:32:42.350,0.396,P
1086,1379,2025-04-23T12:32:43.790,0.961,S
1087,1235,2025-04-23T12:32:42.350,0.400,P
1087,1379,2025-04-23T12:32:43.790,0.961,S
1088,1235,2025-04-23T12:32:42.350,0.402,P
1088,1379,2025-04-23T12:32:43.790,0.961,S
1089,1235,2025-04-23T12:32:42.350,0.404,P
1089,1380,2025-04-23T12:32:43.800,0.961,S
1090,1235,2025-04-23T12:32:42.350,0.406,P
1090,1380,2025-04-23T12:32:43.800,0.961,S
1091,1235,2025-04-23T12:32:42.350,0.404,P
1091,1380,2025-04-23T12:32:43.800,0.961,S
1092,1235,2025-04-23T12:32:42.350,0.406,P
1092,1380,2025-04-23T12:32:43.800,0.961,S
1093,1235,2025-04-23T12:32:42.350,0.410,P
1093,1380,2025-04-23T12:32:43.800,0.961,S
1094,1236,2025-04-23T12:32:42.360,0.420,P
1094,1380,2025-04-23T12:32:43.800,0.961,S
1095,1236,2025-04-23T12:32:42.360,0.428,P
1095,1295,2025-04-23T12:32:42.950,0.318,P
1095,1381,2025-04-23T12:32:43.810,0.961,S
1096,1236,2025-04-23T12:32:42.360,0.432,P
1096,1295,2025-04-23T12:32:42.950,0.338,P
1096,1381,2025-04-23T12:32:43.810,0.961,S
1097,1236,2025-04-23T12:32:42.360,0.432,P
1097,1296,2025-04-23T12:32:42.960,0.350,P
1097,1381,2025-04-23T12:32:43.810,0.957,S
1098,1236,2025-04-23T12:32:42.360,0.428,P
1098,1296,2025-04-23T12:32:42.960,0.348,P
1098,1382,2025-04-23T12:32:43.820,0.957,S
1099,1236,2025-04-23T12:32:42.360,0.422,P
1099,1296,2025-04-23T12:32:42.960,0.334,P
1099,1382,2025-04-23T12:32:43.820,0.953,S
1100,1236,2025-04-23T12:32:42.360,0.418,P
1100,1295,2025-04-23T12:32:42.950,0.314,P
1100,1382,2025-04-23T12:32:43.820,0.953,S
1101,1236,2025-04-23T12:32:42.360,0.414,P
1101,1382,2025-04-23T12:32:43.820,0.949,S
1102,1236,2025-04-23T12:32:42.360,0.414,P
1102,1382,2025-04-23T12:32:43.820,0.949,S
1103,1236,2025-04-23T12:32:42.360,0.416,P
1103,1382,2025-04-23T12:32:43.820,0.945,S
1104,1236,2025-04-23T12:32:42.360,0.414,P
1104,1384,2025-04-23T12:32:43.840,0.945,S
1105,1236,2025-04-23T12:32:42.360,0.414,P
1105,1384,2025-04-23T12:32:43.840,0.941,S
1106,1236,2025-04-23T12:32:42.360,0.408,P
1106,1385,2025-04-23T12:32:43.850,0.941,S
1106,1409,2025-04-23T12:32:44.090,0.645,S
1107,1236,2025-04-23T12:32:42.360,0.404,P
1107,1384,2025-04-23T12:32:43.840,0.938,S
1107,1408,2025-04-23T12:32:44.080,0.656,S
1108,1236,2025-04-23T12:32:42.360,0.402,P
1108,1385,2025-04-23T12:32:43.850,0.938,S
1108,1409,2025-04-23T12:32:44.090,0.664,S
1109,1236,2025-04-23T12:32:42.360,0.402,P
1109,1386,2025-04-23T12:32:43.860,0.938,S
1109,1409,2025-04-23T12:32:44.090,0.668,S
1110,1236,2025-04-23T12:32:42.360,0.406,P
1110,1297,2025-04-23T12:32:42.970,0.338,P
1110,1386,2025-04-23T12:32:43.860,0.938,S
1110,1408,2025-04-23T12:32:44.080,0.676,S
1111,1236,2025-04-23T12:32:42.360,0.412,P
1111,1297,2025-04-23T12:32:42.970,0.377,P
1111,1386,2025-04-23T12:32:43.860,0.934,S
1111,1408,2025-04-23T12:32:44.080,0.676,S
1112,1236,2025-04-23T12:32:42.360,0.412,P
1112,1297,2025-04-23T12:32:42.970,0.400,P
1112,1386,2025-04-23T12:32:43.860,0.934,S
1112,1408,2025-04-23T12:32:44.080,0.672,S
1113,1236,2025-04-23T12:32:42.360,0.410,P
1113,1297,2025-04-23T12:32:42.970,0.408,P
1113,1312,2025-04-23T12:32:43.120,0.312,P
1113,1387,2025-04-23T12:32:43.870,0.934,S
1113,1409,2025-04-23T12:32:44.090,0.668,S
1114,1235,2025-04-23T12:32:42.350,0.402,P
1114,1297,2025-04-23T12:32:42.970,0.406,P
1114,1312,2025-04-23T12:32:43.120,0.320,P
1114,1387,2025-04-23T12:32:43.870,0.930,S
1114,1409,2025-04-23T12:32:44.090,0.656,S
1115,1235,2025-04-23T12:32:42.350,0.395,P
1115,1297,2025-04-23T12:32:42.970,0.396,P
1115,1312,2025-04-23T12:32:43.120,0.312,P
1115,1387,2025-04-23T12:32:43.870,0.926,S
1115,1409,2025-04-23T12:32:44.090,0.648,S
1116,1235,2025-04-23T12:32:42.350,0.389,P
1116,1297,2025-04-23T12:32:42.970,0.385,P
1116,1312,2025-04-23T12:32:43.120,0.301,P
1116,1387,2025-04-23T12:32:43.870,0.922,S
1116,1409,2025-04-23T12:32:44.090,0.641,S
1117,1236,2025-04-23T12:32:42.360,0.385,P
1117,1297,2025-04-23T12:32:42.970,0.371,P
1117,1388,2025-04-23T12:32:43.880,0.922,S
1117,1409,2025-04-23T12:32:44.090,0.641,S
1118,1236,2025-04-23T12:32:42.360,0.387,P
1118,1298,2025-04-23T12:32:42.980,0.357,P
1118,1388,2025-04-23T12:32:43.880,0.922,S
1118,1409,2025-04-23T12:32:44.090,0.641,S
1119,1236,2025-04-23T12:32:42.360,0.391,P
1119,1299,2025-04-23T12:32:42.990,0.350,P
1119,1389,2025-04-23T12:32:43.890,0.926,S
1119,1412,2025-04-23T12:32:44.120,0.648,S
1120,1242,2025-04-23T12:32:42.420,0.393,P
1120,1299,2025-04-23T12:32:42.990,0.352,P
1120,1389,2025-04-23T12:32:43.890,0.926,S
1120,1410,2025-04-23T12:32:44.100,0.652,S
1121,1244,2025-04-23T12:32:42.440,0.400,P
1121,1299,2025-04-23T12:32:42.990,0.352,P
1121,1389,2025-04-23T12:32:43.890,0.926,S
1121,1412,2025-04-23T12:32:44.120,0.672,S
1122,1244,2025-04-23T12:32:42.440,0.408,P
1122,1299,2025-04-23T12:32:42.990,0.355,P
1122,1390,2025-04-23T12:32:43.900,0.926,S
1122,1412,2025-04-23T12:32:44.120,0.684,S
1123,1244,2025-04-23T12:32:42.440,0.418,P
1123,1299,2025-04-23T12:32:42.990,0.357,P
1123,1390,2025-04-23T12:32:43.900,0.926,S
1123,1411,2025-04-23T12:32:44.110,0.691,S
1124,1244,2025-04-23T12:32:42.440,0.424,P
1124,1299,2025-04-23T12:32:42.990,0.363,P
1124,1390,2025-04-23T12:32:43.900,0.926,S
1124,1411,2025-04-23T12:32:44.110,0.699,S
1125,1244,2025-04-23T12:32:42.440,0.426,P
1125,1299,2025-04-23T12:32:42.990,0.375,P
1125,1390,2025-04-23T12:32:43.900,0.930,S
1125,1411,2025-04-23T12:32:44.110,0.695,S
1126,1244,2025-04-23T12:32:42.440,0.424,P
1126,1299,2025-04-23T12:32:42.990,0.391,P
1126,1391,2025-04-23T12:32:43.910,0.934,S
1126,1411,2025-04-23T12:32:44.110,0.695,S
1127,1244,2025-04-23T12:32:42.440,0.416,P
1127,1299,2025-04-23T12:32:42.990,0.406,P
1127,1390,2025-04-23T12:32:43.900,0.934,S
1127,1411,2025-04-23T12:32:44.110,0.695,S
1128,1244,2025-04-23T12:32:42.440,0.410,P
1128,1299,2025-04-23T12:32:42.990,0.420,P
1128,1391,2025-04-23T12:32:43.910,0.938,S
1128,1411,2025-04-23T12:32:44.110,0.691,S
1129,1244,2025-04-23T12:32:42.440,0.402,P
1129,1299,2025-04-23T12:32:42.990,0.428,P
1129,1391,2025-04-23T12:32:43.910,0.938,S
1129,1410,2025-04-23T12:32:44.100,0.695,S
1130,1243,2025-04-23T12:32:42.430,0.396,P
1130,1299,2025-04-23T12:32:42.990,0.432,P
1130,1392,2025-04-23T12:32:43.920,0.941,S
1130,1410,2025-04-23T12:32:44.100,0.695,S
1131,1244,2025-04-23T12:32:42.440,0.395,P
1131,1299,2025-04-23T12:32:42.990,0.432,P
1131,1392,2025-04-23T12:32:43.920,0.941,S
1131,1410,2025-04-23T12:32:44.100,0.699,S
1132,1244,2025-04-23T12:32:42.440,0.393,P
1132,1299,2025-04-23T12:32:42.990,0.434,P
1132,1392,2025-04-23T12:32:43.920,0.945,S
1132,1411,2025-04-23T12:32:44.110,0.703,S
1133,1248,2025-04-23T12:32:42.480,0.400,P
1133,1299,2025-04-23T12:32:42.990,0.438,P
1133,1392,2025-04-23T12:32:43.920,0.949,S
1133,1411,2025-04-23T12:32:44.110,0.699,S
1134,1249,2025-04-23T12:32:42.490,0.410,P
1134,1299,2025-04-23T12:32:42.990,0.443,P
1134,1393,2025-04-23T12:32:43.930,0.953,S
1134,1414,2025-04-23T12:32:44.140,0.703,S
1135,1249,2025-04-23T12:32:42.490,0.416,P
1135,1299,2025-04-23T12:32:42.990,0.449,P
1135,1393,2025-04-23T12:32:43.930,0.957,S
1135,1414,2025-04-23T12:32:44.140,0.707,S
1136,1250,2025-04-23T12:32:42.500,0.422,P
1136,1300,2025-04-23T12:32:43.000,0.455,P
1136,1394,2025-04-23T12:32:43.940,0.961,S
1136,1414,2025-04-23T12:32:44.140,0.703,S
1137,1250,2025-04-23T12:32:42.500,0.428,P
1137,1300,2025-04-23T12:32:43.000,0.455,P
1137,1394,2025-04-23T12:32:43.940,0.961,S
1137,1415,2025-04-23T12:32:44.150,0.707,S
1138,1250,2025-04-23T12:32:42.500,0.434,P
1138,1300,2025-04-23T12:32:43.000,0.453,P
1138,1394,2025-04-23T12:32:43.940,0.961,S
1138,1415,2025-04-23T12:32:44.150,0.711,S
1139,1250,2025-04-23T12:32:42.500,0.439,P
1139,1300,2025-04-23T12:32:43.000,0.451,P
1139,1394,2025-04-23T12:32:43.940,0.961,S
1139,1414,2025-04-23T12:32:44.140,0.711,S
1140,1250,2025-04-23T12:32:42.500,0.447,P
1140,1280,2025-04-23T12:32:42.800,0.305,P
1140,1300,2025-04-23T12:32:43.000,0.449,P
1140,1394,2025-04-23T12:32:43.940,0.961,S
1140,1414,2025-04-23T12:32:44.140,0.715,S
1141,1250,2025-04-23T12:32:42.500,0.451,P
1141,1280,2025-04-23T12:32:42.800,0.318,P
1141,1300,2025-04-23T12:32:43.000,0.451,P
1141,1395,2025-04-23T12:32:43.950,0.965,S
1141,1414,2025-04-23T12:32:44.140,0.715,S
1142,1251,2025-04-23T12:32:42.510,0.453,P
1142,1280,2025-04-23T12:32:42.800,0.332,P
1142,1300,2025-04-23T12:32:43.000,0.455,P
1142,1394,2025-04-23T12:32:43.940,0.965,S
1142,1414,2025-04-23T12:32:44.140,0.711,S
1143,1251,2025-04-23T12:32:42.510,0.451,P
1143,1280,2025-04-23T12:32:42.800,0.350,P
1143,1300,2025-04-23T12:32:43.000,0.461,P
1143,1395,2025-04-23T12:32:43.950,0.969,S
1144,1251,2025-04-23T12:32:42.510,0.449,P
1144,1280,2025-04-23T12:32:42.800,0.363,P
1144,1300,2025-04-23T12:32:43.000,0.465,P
1144,1395,2025-04-23T12:32:43.950,0.969,S
1145,1251,2025-04-23T12:32:42.510,0.449,P
1145,1280,2025-04-23T12:32:42.800,0.375,P
1145,1300,2025-04-23T12:32:43.000,0.465,P
1145,1395,2025-04-23T12:32:43.950,0.969,S
1146,1251,2025-04-23T12:32:42.510,0.449,P
1146,1280,2025-04-23T12:32:42.800,0.385,P
1146,1300,2025-04-23T12:32:43.000,0.465,P
1146,1395,2025-04-23T12:32:43.950,0.969,S
1147,1251,2025-04-23T12:32:42.510,0.453,P
1147,1280,2025-04-23T12:32:42.800,0.387,P
1147,1300,2025-04-23T12:32:43.000,0.465,P
1147,1395,2025-04-23T12:32:43.950,0.969,S
1148,1251,2025-04-23T12:32:42.510,0.455,P
1148,1280,2025-04-23T12:32:42.800,0.387,P
1148,1300,2025-04-23T12:32:43.000,0.465,P
1148,1396,2025-04-23T12:32:43.960,0.969,S
1149,1251,2025-04-23T12:32:42.510,0.457,P
1149,1280,2025-04-23T12:32:42.800,0.383,P
1149,1300,2025-04-23T12:32:43.000,0.469,P
1149,1396,2025-04-23T12:32:43.960,0.969,S
1150,1251,2025-04-23T12:32:42.510,0.459,P
1150,1280,2025-04-23T12:32:42.800,0.371,P
1150,1300,2025-04-23T12:32:43.000,0.475,P
1150,1396,2025-04-23T12:32:43.960,0.973,S
1151,1251,2025-04-23T12:32:42.510,0.459,P
1151,1280,2025-04-23T12:32:42.800,0.367,P
1151,1300,2025-04-23T12:32:43.000,0.479,P
1151,1397,2025-04-23T12:32:43.970,0.973,S
1152,1252,2025-04-23T12:32:42.520,0.459,P
1152,1280,2025-04-23T12:32:42.800,0.361,P
1152,1300,2025-04-23T12:32:43.000,0.482,P
1152,1397,2025-04-23T12:32:43.970,0.973,S
1153,1252,2025-04-23T12:32:42.520,0.457,P
1153,1281,2025-04-23T12:32:42.810,0.357,P
1153,1300,2025-04-23T12:32:43.000,0.480,P
1153,1396,2025-04-23T12:32:43.960,0.969,S
1154,1251,2025-04-23T12:32:42.510,0.453,P
1154,1280,2025-04-23T12:32:42.800,0.352,P
1154,1300,2025-04-23T12:32:43.000,0.479,P
1154,1397,2025-04-23T12:32:43.970,0.969,S
1155,1252,2025-04-23T12:32:42.520,0.453,P
1155,1280,2025-04-23T12:32:42.800,0.352,P
1155,1300,2025-04-23T12:32:43.000,0.475,P
1155,1397,2025-04-23T12:32:43.970,0.969,S
1156,1252,2025-04-23T12:32:42.520,0.453,P
1156,1280,2025-04-23T12:32:42.800,0.354,P
1156,1300,2025-04-23T12:32:43.000,0.475,P
1156,1398,2025-04-23T12:32:43.980,0.969,S
1157,1252,2025-04-23T12:32:42.520,0.455,P
1157,1280,2025-04-23T12:32:42.800,0.365,P
1157,1300,2025-04-23T12:32:43.000,0.475,P
1157,1398,2025-04-23T12:32:43.980,0.969,S
1158,1252,2025-04-23T12:32:42.520,0.459,P
1158,1280,2025-04-23T12:32:42.800,0.379,P
1158,1300,2025-04-23T12:32:43.000,0.477,P
1158,1398,2025-04-23T12:32:43.980,0.969,S
1159,1252,2025-04-23T12:32:42.520,0.463,P
1159,1280,2025-04-23T12:32:42.800,0.396,P
1159,1300,2025-04-23T12:32:43.000,0.479,P
1159,1398,2025-04-23T12:32:43.980,0.969,S
1160,1252,2025-04-23T12:32:42.520,0.463,P
1160,1280,2025-04-23T12:32:42.800,0.408,P
1160,1300,2025-04-23T12:32:43.000,0.480,P
1160,1399,2025-04-23T12:32:43.990,0.969,S
1161,1253,2025-04-23T12:32:42.530,0.463,P
1161,1281,2025-04-23T12:32:42.810,0.414,P
1161,1300,2025-04-23T12:32:43.000,0.480,P
1161,1399,2025-04-23T12:32:43.990,0.965,S
1162,1252,2025-04-23T12:32:42.520,0.459,P
1162,1281,2025-04-23T12:32:42.810,0.420,P
1162,1300,2025-04-23T12:32:43.000,0.479,P
1162,1399,2025-04-23T12:32:43.990,0.965,S
1163,1253,2025-04-23T12:32:42.530,0.457,P
1163,1282,2025-04-23T12:32:42.820,0.422,P
1163,1300,2025-04-23T12:32:43.000,0.479,P
1163,1399,2025-04-23T12:32:43.990,0.961,S
1164,1257,2025-04-23T12:32:42.570,0.459,P
1164,1283,2025-04-23T12:32:42.830,0.430,P
1164,1300,2025-04-23T12:32:43.000,0.479,P
1164,1400,2025-04-23T12:32:44.000,0.961,S
1165,1257,2025-04-23T12:32:42.570,0.463,P
1165,1283,2025-04-23T12:32:42.830,0.438,P
1165,1300,2025-04-23T12:32:43.000,0.482,P
1165,1399,2025-04-23T12:32:43.990,0.957,S
1166,1258,2025-04-23T12:32:42.580,0.467,P
1166,1283,2025-04-23T12:32:42.830,0.445,P
1166,1300,2025-04-23T12:32:43.000,0.486,P
1166,1400,2025-04-23T12:32:44.000,0.957,S
1167,1257,2025-04-23T12:32:42.570,0.467,P
1167,1284,2025-04-23T12:32:42.840,0.459,P
1167,1300,2025-04-23T12:32:43.000,0.490,P
1167,1400,2025-04-23T12:32:44.000,0.953,S
1168,1258,2025-04-23T12:32:42.580,0.471,P
1168,1284,2025-04-23T12:32:42.840,0.469,P
1168,1300,2025-04-23T12:32:43.000,0.492,P
1168,1401,2025-04-23T12:32:44.010,0.953,S
1169,1259,2025-04-23T12:32:42.590,0.475,P
1169,1284,2025-04-23T12:32:42.840,0.480,P
1169,1300,2025-04-23T12:32:43.000,0.490,P
1169,1400,2025-04-23T12:32:44.000,0.949,S
1170,1259,2025-04-23T12:32:42.590,0.480,P
1170,1284,2025-04-23T12:32:42.840,0.492,P
1170,1299,2025-04-23T12:32:42.990,0.484,P
1170,1400,2025-04-23T12:32:44.000,0.949,S
1171,1260,2025-04-23T12:32:42.600,0.490,P
1171,1284,2025-04-23T12:32:42.840,0.500,P
1171,1299,2025-04-23T12:32:42.990,0.480,P
1171,1401,2025-04-23T12:32:44.010,0.949,S
1172,1260,2025-04-23T12:32:42.600,0.496,P
1172,1284,2025-04-23T12:32:42.840,0.512,P
1172,1401,2025-04-23T12:32:44.010,0.949,S
1173,1260,2025-04-23T12:32:42.600,0.500,P
1173,1284,2025-04-23T12:32:42.840,0.523,P
1173,1401,2025-04-23T12:32:44.010,0.949,S
1174,1261,2025-04-23T12:32:42.610,0.508,P
1174,1284,2025-04-23T12:32:42.840,0.543,P
1174,1403,2025-04-23T12:32:44.030,0.953,S
1175,1263,2025-04-23T12:32:42.630,0.508,P
1175,1284,2025-04-23T12:32:42.840,0.559,P
1175,1309,2025-04-23T12:32:43.090,0.475,P
1175,1403,2025-04-23T12:32:44.030,0.953,S
1176,1261,2025-04-23T12:32:42.610,0.504,P
1176,1284,2025-04-23T12:32:42.840,0.574,P
1176,1309,2025-04-23T12:32:43.090,0.477,P
1176,1403,2025-04-23T12:32:44.030,0.953,S
1177,1261,2025-04-23T12:32:42.610,0.500,P
1177,1284,2025-04-23T12:32:42.840,0.586,P
1177,1309,2025-04-23T12:32:43.090,0.479,P
1177,1404,2025-04-23T12:32:44.040,0.953,S
1178,1262,2025-04-23T12:32:42.620,0.496,P
1178,1284,2025-04-23T12:32:42.840,0.598,P
1178,1309,2025-04-23T12:32:43.090,0.477,P
1178,1405,2025-04-23T12:32:44.050,0.953,S
1179,1265,2025-04-23T12:32:42.650,0.498,P
1179,1284,2025-04-23T12:32:42.840,0.602,P
1179,1309,2025-04-23T12:32:43.090,0.473,P
1179,1405,2025-04-23T12:32:44.050,0.953,S
1180,1265,2025-04-23T12:32:42.650,0.500,P
1180,1284,2025-04-23T12:32:42.840,0.609,P
1180,1310,2025-04-23T12:32:43.100,0.471,P
1180,1405,2025-04-23T12:32:44.050,0.953,S
1181,1265,2025-04-23T12:32:42.650,0.512,P
1181,1284,2025-04-23T12:32:42.840,0.613,P
1181,1406,2025-04-23T12:32:44.060,0.953,S
1182,1266,2025-04-23T12:32:42.660,0.523,P
1182,1284,2025-04-23T12:32:42.840,0.617,P
1182,1406,2025-04-23T12:32:44.060,0.953,S
1183,1266,2025-04-23T12:32:42.660,0.531,P
1183,1284,2025-04-23T12:32:42.840,0.633,P
1183,1406,2025-04-23T12:32:44.060,0.953,S
1184,1266,2025-04-23T12:32:42.660,0.543,P
1184,1284,2025-04-23T12:32:42.840,0.641,P
1184,1407,2025-04-23T12:32:44.070,0.957,S
1185,1266,2025-04-23T12:32:42.660,0.555,P
1185,1284,2025-04-23T12:32:42.840,0.648,P
1185,1407,2025-04-23T12:32:44.070,0.957,S
1186,1267,2025-04-23T12:32:42.670,0.566,P
1186,1284,2025-04-23T12:32:42.840,0.660,P
1186,1407,2025-04-23T12:32:44.070,0.957,S
1187,1267,2025-04-23T12:32:42.670,0.578,P
1187,1284,2025-04-23T12:32:42.840,0.668,P
1187,1408,2025-04-23T12:32:44.080,0.961,S
1188,1267,2025-04-23T12:32:42.670,0.586,P
1188,1285,2025-04-23T12:32:42.850,0.684,P
1188,1407,2025-04-23T12:32:44.070,0.961,S
1189,1268,2025-04-23T12:32:42.680,0.590,P
1189,1284,2025-04-23T12:32:42.840,0.699,P
1189,1408,2025-04-23T12:32:44.080,0.965,S
1190,1268,2025-04-23T12:32:42.680,0.594,P
1190,1285,2025-04-23T12:32:42.850,0.719,P
1190,1312,2025-04-23T12:32:43.120,0.461,P
1190,1408,2025-04-23T12:32:44.080,0.969,S
1191,1285,2025-04-23T12:32:42.850,0.738,P
1191,1312,2025-04-23T12:32:43.120,0.475,P
1191,1409,2025-04-23T12:32:44.090,0.973,S
1192,1285,2025-04-23T12:32:42.850,0.758,P
1192,1312,2025-04-23T12:32:43.120,0.482,P
1192,1408,2025-04-23T12:32:44.080,0.973,S
1193,1285,2025-04-23T12:32:42.850,0.773,P
1193,1312,2025-04-23T12:32:43.120,0.486,P
1193,1409,2025-04-23T12:32:44.090,0.977,S
1194,1286,2025-04-23T12:32:42.860,0.785,P
1194,1312,2025-04-23T12:32:43.120,0.486,P
1194,1409,2025-04-23T12:32:44.090,0.977,S
1195,1285,2025-04-23T12:32:42.850,0.789,P
1195,1312,2025-04-23T12:32:43.120,0.480,P
1195,1409,2025-04-23T12:32:44.090,0.977,S
1196,1285,2025-04-23T12:32:42.850,0.797,P
1196,1312,2025-04-23T12:32:43.120,0.477,P
1196,1409,2025-04-23T12:32:44.090,0.977,S
1197,1285,2025-04-23T12:32:42.850,0.797,P
1197,1410,2025-04-23T12:32:44.100,0.977,S
1198,1287,2025-04-23T12:32:42.870,0.805,P
1198,1314,2025-04-23T12:32:43.140,0.463,P
1198,1410,2025-04-23T12:32:44.100,0.977,S
1199,1287,2025-04-23T12:32:42.870,0.812,P
1199,1314,2025-04-23T12:32:43.140,0.457,P
1199,1410,2025-04-23T12:32:44.100,0.977,S
1200,1287,2025-04-23T12:32:42.870,0.816,P
1200,1315,2025-04-23T12:32:43.150,0.455,P
1200,1410,2025-04-23T12:32:44.100,0.977,S
1201,1287,2025-04-23T12:32:42.870,0.824,P
1201,1314,2025-04-23T12:32:43.140,0.449,P
1201,1410,2025-04-23T12:32:44.100,0.977,S
1202,1287,2025-04-23T12:32:42.870,0.832,P
1202,1410,2025-04-23T12:32:44.100,0.977,S
1203,1286,2025-04-23T12:32:42.860,0.832,P
1203,1410,2025-04-23T12:32:44.100,0.977,S
1204,1286,2025-04-23T12:32:42.860,0.836,P
1204,1412,2025-04-23T12:32:44.120,0.980,S
1205,1287,2025-04-23T12:32:42.870,0.840,P
1205,1313,2025-04-23T12:32:43.130,0.467,P
1205,1412,2025-04-23T12:32:44.120,0.980,S
1206,1287,2025-04-23T12:32:42.870,0.844,P
1206,1313,2025-04-23T12:32:43.130,0.479,P
1206,1411,2025-04-23T12:32:44.110,0.980,S
1207,1287,2025-04-23T12:32:42.870,0.852,P
1207,1313,2025-04-23T12:32:43.130,0.488,P
1207,1412,2025-04-23T12:32:44.120,0.980,S
1208,1288,2025-04-23T12:32:42.880,0.859,P
1208,1314,2025-04-23T12:32:43.140,0.494,P
1208,1412,2025-04-23T12:32:44.120,0.980,S
1209,1288,2025-04-23T12:32:42.880,0.867,P
1209,1313,2025-04-23T12:32:43.130,0.494,P
1209,1411,2025-04-23T12:32:44.110,0.977,S
1210,1288,2025-04-23T12:32:42.880,0.871,P
1210,1314,2025-04-23T12:32:43.140,0.492,P
1210,1412,2025-04-23T12:32:44.120,0.977,S
1211,1288,2025-04-23T12:32:42.880,0.871,P
1211,1412,2025-04-23T12:32:44.120,0.977,S
1212,1292,2025-04-23T12:32:42.920,0.875,P
1212,1413,2025-04-23T12:32:44.130,0.977,S
1213,1294,2025-04-23T12:32:42.940,0.879,P
1213,1314,2025-04-23T12:32:43.140,0.490,P
1213,1413,2025-04-23T12:32:44.130,0.977,S
1214,1294,2025-04-23T12:32:42.940,0.883,P
1214,1314,2025-04-23T12:32:43.140,0.492,P
1214,1414,2025-04-23T12:32:44.140,0.977,S
1215,1293,2025-04-23T12:32:42.930,0.887,P
1215,1314,2025-04-23T12:32:43.140,0.494,P
1215,1414,2025-04-23T12:32:44.140,0.977,S
1216,1294,2025-04-23T12:32:42.940,0.895,P
1216,1314,2025-04-23T12:32:43.140,0.498,P
1216,1415,2025-04-23T12:32:44.150,0.977,S
1217,1293,2025-04-23T12:32:42.930,0.898,P
1217,1314,2025-04-23T12:32:43.140,0.500,P
1217,1414,2025-04-23T12:32:44.140,0.973,S
1218,1294,2025-04-23T12:32:42.940,0.902,P
1218,1315,2025-04-23T12:32:43.150,0.500,P
1218,1414,2025-04-23T12:32:44.140,0.973,S
1219,1292,2025-04-23T12:32:42.920,0.902,P
1219,1315,2025-04-23T12:32:43.150,0.504,P
1219,1415,2025-04-23T12:32:44.150,0.973,S
1220,1292,2025-04-23T12:32:42.920,0.902,P
1220,1415,2025-04-23T12:32:44.150,0.973,S
1221,1292,2025-04-23T12:32:42.920,0.902,P
1221,1315,2025-04-23T12:32:43.150,0.512,P
